Date,ZIP,AI/AN,Asian,Black,Hispanic,Multi,NH/PI,Other,White,Unknown
March-11-2021,2269,*,*,*,*,*,*,*,*,*
March-11-2021,2293,*,*,*,*,*,*,*,*,*
March-11-2021,2301,*,190,3574,649,252,*,644,4202,965
March-11-2021,2302,*,82,1665,291,124,*,359,2373,509
March-11-2021,2303,*,*,35,*,*,*,*,*,*
March-11-2021,2304,*,*,*,*,*,*,*,*,*
March-11-2021,2305,*,*,*,*,*,*,*,*,*
March-11-2021,2322,*,*,143,37,*,*,35,639,50
March-11-2021,2324,*,51,217,121,53,*,256,4223,1239
March-11-2021,2325,*,*,*,*,*,*,*,*,*
March-11-2021,2327,*,*,*,*,*,*,*,71,*
March-11-2021,2330,*,*,34,*,40,*,99,1894,115
March-11-2021,2331,*,*,*,*,*,*,*,278,*
March-11-2021,2332,*,*,*,*,96,*,110,3800,91
March-11-2021,2333,*,*,65,*,35,*,165,2514,218
March-11-2021,2334,*,*,*,*,*,*,*,64,*
March-11-2021,2337,*,*,*,*,*,*,*,*,*
March-11-2021,2338,*,*,*,*,*,*,46,1438,64
March-11-2021,2339,*,*,*,*,90,*,94,3382,142
March-11-2021,2340,*,*,*,*,*,*,*,*,*
March-11-2021,2341,*,*,*,*,34,*,112,2012,108
March-11-2021,2343,*,85,273,110,49,*,83,1544,123
March-11-2021,2344,*,*,*,*,*,*,*,*,*
March-11-2021,2345,*,*,*,*,*,*,*,164,*
March-11-2021,2346,*,*,51,40,43,*,208,3731,413
March-11-2021,2347,*,*,*,*,*,*,105,1895,141
March-11-2021,2349,*,*,*,*,*,*,*,*,*
March-11-2021,2350,*,*,*,*,*,*,*,*,*
March-11-2021,2351,*,44,80,61,72,*,158,2986,226
March-11-2021,2355,*,*,*,*,*,*,*,32,*
March-11-2021,2356,*,54,97,37,50,*,158,2556,172
March-11-2021,2357,*,*,*,*,*,*,*,*,*
March-11-2021,2358,*,*,*,*,*,*,*,35,*
March-11-2021,2359,*,*,*,*,69,*,121,3400,151
March-11-2021,2360,*,75,128,119,158,*,712,12460,960
March-11-2021,2361,*,*,*,*,*,*,*,*,*
March-11-2021,2362,*,*,*,*,*,*,*,91,*
March-11-2021,2364,*,*,*,*,53,*,137,2782,139
March-11-2021,2366,*,*,*,*,*,*,*,59,*
March-11-2021,2367,*,*,*,*,*,*,*,561,31
March-11-2021,2368,*,767,2381,334,305,*,350,2647,384
March-11-2021,2370,*,51,66,53,68,*,161,3006,178
March-11-2021,2375,*,44,112,40,39,*,86,1881,127
March-11-2021,2379,*,*,47,*,*,*,59,1289,148
March-11-2021,2381,*,*,*,*,*,*,*,32,*
March-11-2021,2382,*,*,70,*,39,*,123,2389,221
March-11-2021,2420,*,649,56,66,123,*,186,2746,167
March-11-2021,2421,*,711,61,88,138,*,234,3280,186
March-11-2021,2445,*,727,164,161,158,*,231,3927,305
March-11-2021,2446,*,1120,212,241,239,*,343,5622,638
March-11-2021,2447,*,*,*,*,*,*,*,*,*
March-11-2021,2451,*,234,200,161,96,*,219,2810,155
March-11-2021,2452,*,148,208,90,75,*,159,2096,115
March-11-2021,2453,*,290,245,312,114,*,294,3324,341
March-11-2021,2454,*,*,*,*,*,*,*,71,*
March-11-2021,2455,*,*,*,*,*,*,*,*,*
March-11-2021,2456,*,*,*,*,*,*,*,*,*
March-11-2021,2457,*,*,*,*,*,*,*,*,*
March-11-2021,2458,*,277,77,93,103,*,120,2364,142
March-11-2021,2459,*,546,100,117,201,*,199,4487,286
March-11-2021,2460,*,193,60,64,75,*,78,1899,109
March-11-2021,2461,*,252,57,59,76,*,74,1525,130
March-11-2021,2462,*,54,*,*,*,*,71,413,*
March-11-2021,2464,*,119,*,*,42,*,54,531,32
March-11-2021,2465,*,216,84,86,86,*,93,2438,149
March-11-2021,2466,*,180,47,54,47,*,152,1517,66
March-11-2021,2467,*,460,127,139,200,*,204,3754,287
March-11-2021,2468,*,114,*,*,46,*,32,1436,80
March-11-2021,2471,*,*,*,*,*,*,*,*,*
March-11-2021,2472,*,361,299,244,204,*,451,6260,316
March-11-2021,2474,*,367,130,115,136,*,159,4895,319
March-11-2021,2475,*,*,*,*,*,*,*,*,*
March-11-2021,2476,*,248,87,69,108,*,175,3409,249
March-11-2021,2477,*,*,*,*,*,*,*,*,*
March-11-2021,2478,*,590,140,117,174,*,190,4776,302
March-11-2021,2479,*,*,*,*,*,*,*,*,*
March-11-2021,2481,*,256,49,66,114,*,113,2943,108
March-11-2021,2482,*,183,35,37,78,*,92,2095,96
March-11-2021,2492,*,285,55,83,145,*,215,5329,324
March-11-2021,2493,*,301,33,52,108,*,108,2332,103
March-11-2021,2494,*,167,53,50,82,*,135,2297,137
March-11-2021,2495,*,*,*,*,*,*,*,*,*
March-11-2021,2532,*,36,41,*,*,*,163,2676,320
March-11-2021,2534,*,*,*,*,*,*,*,238,*
March-11-2021,2535,*,*,*,*,*,*,*,438,*
March-11-2021,2536,*,*,93,74,58,*,254,4613,288
March-11-2021,2537,*,*,*,*,*,*,96,1413,133
March-11-2021,2538,*,*,34,*,*,*,33,602,33
March-11-2021,2539,*,*,*,*,*,*,*,1093,32
March-11-2021,2540,*,*,*,37,*,*,232,2505,187
March-11-2021,2541,*,*,*,*,*,*,*,60,*
March-11-2021,2542,*,*,*,*,*,*,*,*,*
March-11-2021,2543,*,*,*,*,*,*,*,201,*
March-11-2021,2552,*,*,*,*,*,*,*,*,*
March-11-2021,2553,*,*,*,*,*,*,*,215,*
March-11-2021,2554,*,*,84,44,*,*,40,1826,*
March-11-2021,2556,*,*,*,*,*,*,38,1008,41
March-11-2021,2557,*,*,90,*,*,*,31,735,37
March-11-2021,2558,*,*,38,*,*,*,*,389,*
March-11-2021,2559,*,*,*,*,*,*,39,959,65
March-11-2021,2561,*,*,*,*,*,*,*,116,*
March-11-2021,2562,*,*,*,*,*,*,*,665,33
March-11-2021,2563,*,*,*,36,*,*,144,2407,242
March-11-2021,2564,*,*,*,*,*,*,*,133,*
March-11-2021,2565,*,*,*,*,*,*,*,*,*
March-11-2021,2568,*,*,60,*,*,*,*,1672,59
March-11-2021,2571,*,*,90,*,*,*,171,1991,126
March-11-2021,2573,*,*,*,*,*,*,*,*,*
March-11-2021,2574,*,*,*,*,*,*,*,251,*
March-11-2021,2575,*,*,*,*,*,*,*,558,*
March-11-2021,2576,*,*,33,*,*,*,40,682,45
March-11-2021,2584,*,*,*,*,*,*,*,265,*
March-11-2021,2601,*,*,159,103,54,*,312,2116,199
March-11-2021,2630,*,*,*,*,*,*,*,625,37
March-11-2021,2631,*,*,*,*,*,*,236,2668,155
March-11-2021,2632,*,*,52,50,*,*,176,2637,165
March-11-2021,2633,*,*,*,*,*,*,38,1157,44
March-11-2021,2634,*,*,*,*,*,*,*,*,*
March-11-2021,2635,*,*,*,*,*,*,48,1009,64
March-11-2021,2636,*,*,*,*,*,*,*,*,*
March-11-2021,2637,*,*,*,*,*,*,*,191,*
March-11-2021,2638,*,*,*,*,*,*,58,934,52
March-11-2021,2639,*,*,*,*,*,*,48,506,59
March-11-2021,2641,*,*,*,*,*,*,*,432,*
March-11-2021,2642,*,*,*,*,*,*,50,1234,57
March-11-2021,2643,*,*,*,*,*,*,*,312,*
March-11-2021,2644,*,*,*,*,*,*,34,693,68
March-11-2021,2645,*,*,43,*,*,*,170,2526,116
March-11-2021,2646,*,*,*,*,*,*,*,589,*
March-11-2021,2647,*,*,*,*,*,*,*,82,*
March-11-2021,2648,*,*,*,*,*,*,93,1570,118
March-11-2021,2649,*,*,60,55,48,*,215,3724,329
March-11-2021,2650,*,*,*,*,*,*,57,309,*
March-11-2021,2651,*,*,*,*,*,*,*,361,*
March-11-2021,2652,*,*,*,*,*,*,*,317,*
March-11-2021,2653,*,*,*,*,*,*,59,1521,173
March-11-2021,2655,*,*,*,*,*,*,38,885,62
March-11-2021,2657,*,*,34,32,*,*,65,1071,*
March-11-2021,2659,*,*,*,*,*,*,*,314,*
March-11-2021,2660,*,*,*,*,*,*,99,1452,125
March-11-2021,2661,*,*,*,*,*,*,*,84,*
March-11-2021,2662,*,*,*,*,*,*,*,203,*
March-11-2021,2663,*,*,*,*,*,*,*,150,*
March-11-2021,2664,*,*,41,38,31,*,204,2223,241
March-11-2021,2666,*,*,*,*,*,*,*,348,*
March-11-2021,2667,*,*,*,*,*,*,*,774,*
March-11-2021,2668,*,*,*,*,*,*,40,816,54
March-11-2021,2669,*,*,*,*,*,*,*,149,*
March-11-2021,2670,*,*,*,*,*,*,*,409,*
March-11-2021,2671,*,*,*,*,*,*,*,284,*
March-11-2021,2672,*,*,*,*,*,*,*,103,*
March-11-2021,2673,*,*,33,44,*,*,171,1709,114
March-11-2021,2675,*,*,*,*,*,*,108,2064,140
March-11-2021,2702,*,*,*,*,*,*,35,822,40
March-11-2021,2703,*,164,296,191,90,*,542,5859,721
March-11-2021,2712,*,*,*,*,*,*,*,*,*
March-11-2021,2713,*,*,*,*,*,*,*,*,*
March-11-2021,2714,*,*,*,*,*,*,*,*,*
March-11-2021,2715,*,*,*,*,*,*,*,589,33
March-11-2021,2717,*,*,*,*,*,*,50,937,80
March-11-2021,2718,*,*,56,45,*,*,49,847,90
March-11-2021,2719,*,*,49,65,*,*,363,3186,382
March-11-2021,2720,*,66,124,82,*,*,343,4491,500
March-11-2021,2721,*,56,85,109,*,*,260,2795,241
March-11-2021,2722,*,*,*,*,*,*,*,32,*
March-11-2021,2723,*,*,58,63,*,*,140,1590,165
March-11-2021,2724,*,*,52,70,*,*,115,1632,197
March-11-2021,2725,*,*,*,*,*,*,51,485,36
March-11-2021,2726,*,*,*,*,*,*,204,3401,286
March-11-2021,2738,*,*,33,*,*,*,92,1254,83
March-11-2021,2739,*,*,*,*,*,*,68,1855,200
March-11-2021,2740,*,40,665,454,129,*,689,4094,892
March-11-2021,2741,*,*,*,*,*,*,*,*,*
March-11-2021,2742,*,*,*,*,*,*,*,*,*
March-11-2021,2743,*,*,*,44,*,*,97,1943,182
March-11-2021,2744,*,*,78,103,*,*,94,881,183
March-11-2021,2745,*,*,110,186,38,*,310,3409,486
March-11-2021,2746,*,*,114,153,*,*,151,865,210
March-11-2021,2747,*,72,59,105,35,*,370,3904,391
March-11-2021,2748,*,30,34,92,31,*,179,2993,282
March-11-2021,2760,*,140,71,79,45,*,232,3988,304
March-11-2021,2761,*,*,*,*,*,*,*,*,*
March-11-2021,2762,*,39,31,*,*,*,53,1630,96
March-11-2021,2763,*,*,*,*,*,*,44,434,*
March-11-2021,2764,*,*,*,*,*,*,*,686,38
March-11-2021,2766,*,53,75,43,37,*,136,3189,218
March-11-2021,2767,*,47,94,44,*,*,161,2638,179
March-11-2021,2768,*,*,*,*,*,*,*,34,*
March-11-2021,2769,*,30,*,*,*,*,98,1803,199
March-11-2021,2770,*,*,*,*,*,*,35,1096,90
March-11-2021,2771,*,45,33,*,*,*,122,1997,237
March-11-2021,2777,*,*,*,37,*,*,209,3085,277
March-11-2021,2779,*,*,*,*,*,*,50,1021,80
March-11-2021,2780,*,41,468,374,83,*,422,6259,814
March-11-2021,2790,*,*,*,43,*,*,202,3655,327
March-11-2021,2791,*,*,*,*,*,*,*,82,*
March-18-2021,01001,*,43,48,76,32,*,461,3475,201
March-18-2021,01002,*,226,152,155,60,*,291,4368,279
March-18-2021,01003,*,*,*,*,*,*,*,102,*
March-18-2021,01004,*,*,*,*,*,*,*,93,*
March-18-2021,01005,*,*,*,*,*,*,*,1096,79
March-18-2021,01007,*,46,36,57,*,*,260,3415,194
March-18-2021,01008,*,*,*,*,*,*,*,230,*
March-18-2021,01009,*,*,*,*,*,*,*,190,*
March-18-2021,01010,*,*,*,219,*,*,*,538,*
March-18-2021,01011,*,*,*,*,*,*,*,177,*
March-18-2021,01012,*,*,*,*,*,*,*,137,*
March-18-2021,01013,*,40,77,469,*,*,318,2688,285
March-18-2021,01014,*,*,*,*,*,*,*,*,*
March-18-2021,01020,*,78,112,320,41,*,515,4869,353
March-18-2021,01021,*,*,*,*,*,*,*,*,*
March-18-2021,01022,*,*,*,*,*,*,33,434,44
March-18-2021,01026,*,*,*,*,*,*,*,239,*
March-18-2021,01027,*,60,33,88,38,*,316,4038,371
March-18-2021,01028,*,91,64,86,*,*,683,4013,271
March-18-2021,01029,*,*,*,*,*,*,*,133,*
March-18-2021,01030,*,*,*,35,*,*,210,2342,121
March-18-2021,01031,*,*,*,*,*,*,*,157,*
March-18-2021,01032,*,*,*,*,*,*,*,145,*
March-18-2021,01033,*,*,*,*,*,*,127,1194,75
March-18-2021,01034,*,*,*,*,*,*,*,291,*
March-18-2021,01035,*,46,*,*,*,*,60,1289,55
March-18-2021,01036,*,*,*,*,*,*,157,1203,62
March-18-2021,01037,*,*,*,*,*,*,*,210,41
March-18-2021,01038,*,*,*,*,*,*,41,719,41
March-18-2021,01039,*,*,*,*,*,*,*,367,*
March-18-2021,01040,*,52,143,1663,43,*,1035,4405,492
March-18-2021,01041,*,*,*,38,*,*,*,*,*
March-18-2021,01050,*,*,*,*,*,*,36,417,30
March-18-2021,01053,*,*,*,*,*,*,84,561,*
March-18-2021,01054,*,*,*,*,*,*,39,535,36
March-18-2021,01056,*,*,38,135,*,*,456,4176,284
March-18-2021,01057,*,*,*,56,*,*,125,1492,129
March-18-2021,01059,*,*,*,*,*,*,*,*,*
March-18-2021,01060,*,75,72,116,*,*,441,3341,347
March-18-2021,01061,*,*,*,*,*,*,*,54,*
March-18-2021,01062,*,45,40,72,*,*,218,2814,155
March-18-2021,01063,*,*,*,*,*,*,*,*,*
March-18-2021,01066,*,*,*,*,*,*,*,93,*
March-18-2021,01068,*,*,*,*,*,*,*,457,*
March-18-2021,01069,*,*,*,53,*,*,131,1355,132
March-18-2021,01070,*,*,*,*,*,*,*,158,*
March-18-2021,01071,*,*,*,*,*,*,*,261,*
March-18-2021,01072,*,*,*,*,*,*,*,350,*
March-18-2021,01073,*,*,*,*,*,*,90,1483,142
March-18-2021,01074,*,*,*,*,*,*,*,83,*
March-18-2021,01075,*,51,48,90,40,*,417,3756,238
March-18-2021,01077,*,*,*,*,*,*,276,1463,121
March-18-2021,01079,*,*,*,*,*,*,*,92,*
March-18-2021,01080,*,*,*,*,*,*,*,274,*
March-18-2021,01081,*,*,*,53,*,*,*,205,*
March-18-2021,01082,*,*,*,70,*,*,131,1574,114
March-18-2021,01083,*,*,*,89,*,*,*,336,*
March-18-2021,01084,*,*,*,*,*,*,*,41,*
March-18-2021,01085,*,105,85,257,73,*,929,5997,653
March-18-2021,01086,*,*,*,*,*,*,*,47,*
March-18-2021,01088,*,*,*,*,*,*,*,110,*
March-18-2021,01089,*,237,111,280,50,*,689,4431,331
March-18-2021,01090,*,*,*,*,*,*,*,*,*
March-18-2021,01092,*,*,*,30,*,*,*,133,*
March-18-2021,01093,*,*,*,*,*,*,*,210,*
March-18-2021,01094,*,*,*,*,*,*,*,71,*
March-18-2021,01095,*,68,65,97,*,*,466,3616,188
March-18-2021,01096,*,*,*,*,*,*,*,638,30
March-18-2021,01097,*,*,*,*,*,*,*,*,*
March-18-2021,01098,*,*,*,*,*,*,*,336,*
March-18-2021,01101,*,*,*,49,*,*,69,75,*
March-18-2021,01102,*,*,*,*,*,*,*,*,*
March-18-2021,01103,*,*,39,127,*,*,74,130,47
March-18-2021,01104,*,32,283,1045,*,*,526,1311,373
March-18-2021,01105,*,*,181,402,*,*,249,341,224
March-18-2021,01106,*,196,38,76,*,*,851,3843,300
March-18-2021,01107,*,*,67,653,*,*,176,321,126
March-18-2021,01108,*,225,343,563,44,*,394,1609,255
March-18-2021,01109,*,40,1126,744,67,*,436,856,853
March-18-2021,01111,*,*,*,*,*,*,*,*,*
March-18-2021,01115,*,*,*,*,*,*,*,*,*
March-18-2021,01116,*,*,*,*,*,*,*,*,*
March-18-2021,01118,*,117,228,258,32,*,342,2074,185
March-18-2021,01119,*,36,409,364,32,*,347,1168,200
March-18-2021,01128,*,*,53,47,*,*,67,492,37
March-18-2021,01129,*,*,165,168,*,*,163,948,123
March-18-2021,01138,*,*,*,*,*,*,*,*,*
March-18-2021,01139,*,*,*,*,*,*,*,*,*
March-18-2021,01144,*,*,*,*,*,*,*,*,*
March-18-2021,01151,*,*,103,224,*,*,124,475,73
March-18-2021,01199,*,*,*,*,*,*,*,*,*
March-18-2021,01201,*,141,455,367,135,*,724,10109,995
March-18-2021,01202,*,*,*,*,*,*,*,104,*
March-18-2021,01203,*,*,*,*,*,*,*,*,*
March-18-2021,01220,*,*,*,*,*,*,35,1997,73
March-18-2021,01222,*,*,*,*,*,*,*,119,*
March-18-2021,01223,*,*,*,*,*,*,*,462,39
March-18-2021,01224,*,*,*,*,*,*,*,34,*
March-18-2021,01225,*,*,*,*,*,*,*,854,51
March-18-2021,01226,*,*,*,*,*,*,43,1600,235
March-18-2021,01227,*,*,*,*,*,*,*,*,*
March-18-2021,01229,*,*,*,*,*,*,*,43,*
March-18-2021,01230,*,*,*,208,*,*,186,2119,277
March-18-2021,01235,*,*,*,*,*,*,*,617,48
March-18-2021,01236,*,*,*,*,*,*,*,473,72
March-18-2021,01237,*,*,*,*,*,*,*,770,46
March-18-2021,01238,*,*,*,59,*,*,61,1569,307
March-18-2021,01240,*,*,*,40,*,*,89,1780,111
March-18-2021,01242,*,*,*,*,*,*,*,121,*
March-18-2021,01243,*,*,*,*,*,*,*,69,*
March-18-2021,01244,*,*,*,*,*,*,*,83,*
March-18-2021,01245,*,*,*,*,*,*,*,268,*
March-18-2021,01247,*,*,*,*,*,*,119,2906,139
March-18-2021,01252,*,*,*,*,*,*,*,*,*
March-18-2021,01253,*,*,*,*,*,*,*,214,*
March-18-2021,01254,*,*,*,*,*,*,*,398,*
March-18-2021,01255,*,*,*,*,*,*,46,149,*
March-18-2021,01256,*,*,*,*,*,*,*,162,*
March-18-2021,01257,*,*,*,33,*,*,*,655,46
March-18-2021,01258,*,*,*,*,*,*,*,221,*
March-18-2021,01259,*,*,*,*,*,*,*,114,*
March-18-2021,01260,*,*,*,*,*,*,*,42,*
March-18-2021,01262,*,*,*,*,*,*,*,583,59
March-18-2021,01263,*,*,*,*,*,*,*,*,*
March-18-2021,01264,*,*,*,*,*,*,*,75,*
March-18-2021,01266,*,*,*,*,*,*,*,435,30
March-18-2021,01267,*,*,*,*,*,*,*,1369,176
March-18-2021,01270,*,*,*,*,*,*,*,210,*
March-18-2021,01301,*,*,41,61,*,*,393,3659,506
March-18-2021,01302,*,*,*,*,*,*,*,44,*
March-18-2021,01330,*,*,*,*,*,*,*,378,*
March-18-2021,01331,*,*,*,48,*,*,130,2312,300
March-18-2021,01337,*,*,*,*,*,*,43,661,55
March-18-2021,01338,*,*,*,*,*,*,*,71,*
March-18-2021,01339,*,*,*,*,*,*,*,305,*
March-18-2021,01340,*,*,*,*,*,*,*,344,49
March-18-2021,01341,*,*,*,*,*,*,30,499,*
March-18-2021,01342,*,*,*,*,*,*,34,325,*
March-18-2021,01343,*,*,*,*,*,*,*,*,*
March-18-2021,01344,*,*,*,*,*,*,*,315,44
March-18-2021,01346,*,*,*,*,*,*,*,93,*
March-18-2021,01347,*,*,*,*,*,*,*,36,*
March-18-2021,01349,*,*,*,*,*,*,*,125,*
March-18-2021,01350,*,*,*,*,*,*,*,*,*
March-18-2021,01351,*,*,*,*,*,*,34,529,35
March-18-2021,01354,*,*,*,*,*,*,*,321,32
March-18-2021,01355,*,*,*,*,*,*,*,263,*
March-18-2021,01360,*,*,*,*,*,*,72,650,73
March-18-2021,01364,*,*,*,*,*,*,65,1446,174
March-18-2021,01366,*,*,*,*,*,*,*,329,*
March-18-2021,01367,*,*,*,*,*,*,*,113,*
March-18-2021,01368,*,*,*,*,*,*,*,263,*
March-18-2021,01370,*,*,*,*,*,*,81,961,101
March-18-2021,01373,*,*,*,*,*,*,76,1263,96
March-18-2021,01375,*,*,*,*,*,*,41,662,59
March-18-2021,01376,*,*,*,*,*,*,150,1050,166
March-18-2021,01378,*,*,*,*,*,*,*,145,*
March-18-2021,01379,*,*,*,*,*,*,*,192,*
March-18-2021,01380,*,*,*,*,*,*,*,*,*
March-18-2021,01420,*,124,243,635,62,*,317,4849,470
March-18-2021,01430,*,*,*,*,*,*,34,1216,80
March-18-2021,01431,*,*,*,*,*,*,*,559,33
March-18-2021,01432,*,42,53,42,37,*,143,1307,59
March-18-2021,01434,*,*,*,*,*,*,*,72,*
March-18-2021,01436,*,*,*,*,*,*,45,598,68
March-18-2021,01438,*,*,*,*,*,*,*,97,*
March-18-2021,01440,*,43,85,140,*,*,209,4118,942
March-18-2021,01441,*,*,*,*,*,*,*,*,*
March-18-2021,01450,*,56,*,31,*,*,136,2294,70
March-18-2021,01451,*,39,*,*,34,*,*,1311,49
March-18-2021,01452,*,*,*,*,*,*,*,1055,86
March-18-2021,01453,*,159,346,527,81,*,487,6558,511
March-18-2021,01460,*,104,*,39,42,*,68,2032,70
March-18-2021,01462,*,*,*,44,*,*,63,2225,124
March-18-2021,01463,*,*,*,*,*,*,58,2007,135
March-18-2021,01464,*,*,50,50,*,*,45,1029,509
March-18-2021,01467,*,*,*,*,*,*,*,49,*
March-18-2021,01468,*,*,*,*,*,*,*,980,79
March-18-2021,01469,*,*,*,*,*,*,38,1184,73
March-18-2021,01470,*,*,*,*,*,*,*,*,*
March-18-2021,01472,*,*,*,*,*,*,*,30,*
March-18-2021,01473,*,*,*,*,*,*,41,1763,104
March-18-2021,01474,*,*,*,*,*,*,*,307,30
March-18-2021,01475,*,*,*,43,*,*,66,1673,178
March-18-2021,01477,*,*,*,*,*,*,*,*,*
March-18-2021,01501,*,77,53,367,*,*,206,3586,212
March-18-2021,01503,*,*,*,*,*,*,*,788,30
March-18-2021,01504,*,*,*,40,*,*,43,1521,63
March-18-2021,01505,*,30,*,37,*,*,44,1216,74
March-18-2021,01506,*,*,*,207,*,*,*,429,*
March-18-2021,01507,*,*,*,872,*,*,281,1786,145
March-18-2021,01508,*,*,*,68,*,*,*,65,*
March-18-2021,01509,*,*,*,*,*,*,*,*,*
March-18-2021,01510,*,35,35,197,*,*,100,2324,148
March-18-2021,01515,*,*,*,183,*,*,*,272,*
March-18-2021,01516,*,*,*,65,*,*,44,1385,104
March-18-2021,01517,*,*,*,*,*,*,*,*,*
March-18-2021,01518,*,*,*,249,*,*,*,398,33
March-18-2021,01519,*,55,*,36,*,*,58,1567,71
March-18-2021,01520,*,111,52,123,*,*,154,3976,354
March-18-2021,01521,*,*,*,125,*,*,*,290,*
March-18-2021,01522,*,*,*,*,*,*,33,799,53
March-18-2021,01523,*,*,*,58,*,*,41,1375,108
March-18-2021,01524,*,*,*,184,*,*,51,1092,75
March-18-2021,01525,*,*,*,*,*,*,*,54,*
March-18-2021,01526,*,*,*,*,*,*,*,67,*
March-18-2021,01527,*,62,42,104,*,*,149,2766,152
March-18-2021,01529,*,*,*,*,*,*,*,379,30
March-18-2021,01531,*,*,*,*,*,*,*,261,*
March-18-2021,01532,*,255,46,113,84,*,159,3430,186
March-18-2021,01534,*,*,*,41,*,*,63,1205,48
March-18-2021,01535,*,*,*,305,*,*,*,593,36
March-18-2021,01536,*,136,*,41,33,*,52,1463,70
March-18-2021,01537,*,*,*,69,*,*,*,352,*
March-18-2021,01538,*,*,*,*,*,*,*,56,*
March-18-2021,01540,*,*,*,310,*,*,73,1616,168
March-18-2021,01541,*,*,*,*,*,*,*,928,46
March-18-2021,01542,*,*,*,85,*,*,43,407,33
March-18-2021,01543,*,*,*,60,*,*,84,2128,146
March-18-2021,01545,*,1014,158,218,175,*,461,6954,619
March-18-2021,01546,*,*,*,*,*,*,*,*,*
March-18-2021,01550,*,*,*,1573,*,*,151,921,108
March-18-2021,01560,*,81,*,37,*,*,36,707,49
March-18-2021,01561,*,*,*,*,*,*,*,62,*
March-18-2021,01562,*,*,*,511,*,*,89,1972,111
March-18-2021,01564,*,*,*,30,*,*,73,2083,88
March-18-2021,01566,*,38,*,687,*,*,53,889,56
March-18-2021,01568,*,*,*,33,*,*,34,1769,60
March-18-2021,01569,*,*,*,66,*,*,64,2681,119
March-18-2021,01570,*,*,74,705,*,*,143,1966,195
March-18-2021,01571,*,*,*,653,*,*,53,1218,170
March-18-2021,01580,*,*,*,*,*,*,*,*,*
March-18-2021,01581,*,454,99,133,113,*,259,3870,309
March-18-2021,01582,*,*,*,*,*,*,*,*,*
March-18-2021,01583,*,*,34,51,*,*,82,1980,267
March-18-2021,01585,*,*,*,144,*,*,102,761,36
March-18-2021,01586,*,*,*,*,*,*,*,*,*
March-18-2021,01588,*,*,*,55,*,*,44,1803,146
March-18-2021,01590,*,*,*,106,*,*,62,1865,89
March-18-2021,01601,*,*,*,*,*,*,*,35,*
March-18-2021,01602,*,200,394,392,61,*,282,4461,447
March-18-2021,01603,*,351,396,542,54,*,228,1823,294
March-18-2021,01604,*,420,843,676,116,*,613,4513,584
March-18-2021,01605,*,206,658,624,95,*,405,2952,414
March-18-2021,01606,*,155,394,247,59,*,365,3708,421
March-18-2021,01607,*,67,279,170,*,*,105,692,99
March-18-2021,01608,*,48,70,132,*,*,63,213,119
March-18-2021,01609,*,119,208,443,52,*,283,2969,307
March-18-2021,01610,*,162,352,598,52,*,186,995,287
March-18-2021,01611,*,*,*,51,*,*,*,308,34
March-18-2021,01612,*,*,*,61,*,*,42,1316,85
March-18-2021,01613,*,*,*,*,*,*,*,33,*
March-18-2021,01614,*,*,*,*,*,*,*,*,*
March-18-2021,01615,*,*,*,*,*,*,*,*,*
March-18-2021,01653,*,*,*,*,*,*,*,*,*
March-18-2021,01654,*,*,*,*,*,*,*,*,*
March-18-2021,01655,*,*,*,*,*,*,*,*,*
March-18-2021,01701,*,445,364,407,301,*,413,7573,642
March-18-2021,01702,*,327,400,871,181,*,597,4365,1244
March-18-2021,01703,*,*,*,*,*,*,*,*,*
March-18-2021,01704,*,*,*,*,*,*,*,*,*
March-18-2021,01705,*,*,*,*,*,*,*,*,*
March-18-2021,01718,*,*,*,*,*,*,*,116,*
March-18-2021,01719,*,133,*,*,30,*,*,959,36
March-18-2021,01720,*,587,76,92,182,*,160,4313,171
March-18-2021,01721,*,242,126,192,127,*,178,3768,487
March-18-2021,01730,*,282,67,35,71,*,129,3002,128
March-18-2021,01731,*,*,*,*,*,*,*,48,*
March-18-2021,01740,*,35,*,*,30,*,*,1202,43
March-18-2021,01741,*,108,*,*,40,*,*,1233,42
March-18-2021,01742,*,139,92,107,204,*,138,5008,595
March-18-2021,01745,*,*,*,*,*,*,*,87,*
March-18-2021,01746,*,97,46,58,79,*,111,3522,120
March-18-2021,01747,*,*,*,32,*,*,33,1353,42
March-18-2021,01748,*,270,53,67,109,*,111,3355,256
March-18-2021,01749,*,83,54,167,95,*,135,4354,248
March-18-2021,01752,*,239,272,533,206,*,441,6599,537
March-18-2021,01754,*,54,39,48,61,*,49,2334,86
March-18-2021,01756,*,*,*,*,*,*,*,1204,36
March-18-2021,01757,*,118,197,316,124,*,271,5462,285
March-18-2021,01760,*,488,203,227,260,*,317,8258,389
March-18-2021,01770,*,45,*,*,*,*,*,1008,31
March-18-2021,01772,*,191,50,64,105,*,86,2094,129
March-18-2021,01773,*,90,*,31,57,*,85,1783,46
March-18-2021,01775,*,49,*,38,33,*,50,1678,48
March-18-2021,01776,*,255,61,86,177,*,178,4157,142
March-18-2021,01778,*,287,43,78,145,*,125,3524,124
March-18-2021,01784,*,*,*,*,*,*,*,*,*
March-18-2021,01801,*,421,405,252,160,*,489,8117,562
March-18-2021,01803,*,582,240,100,192,*,284,5276,297
March-18-2021,01805,*,*,*,*,*,*,*,59,84
March-18-2021,01806,*,*,*,*,*,*,*,*,*
March-18-2021,01807,*,*,*,*,*,*,*,*,*
March-18-2021,01808,*,*,*,*,*,*,*,*,*
